imagen,clase,confianza,x1,y1,x2,y2,ancho,alto
palma_muestra_003.jpg,1,0.9221,462.03,242.17,557.41,337.62,95.39,95.45
palma_muestra_003.jpg,1,0.9221,687.29,476.21,782.91,571.92,95.62,95.7
palma_muestra_003.jpg,1,0.9217,762.72,63.6,856.3,158.08,93.58,94.48
palma_muestra_003.jpg,1,0.9216,390.24,650.4,483.44,744.64,93.19,94.24
palma_muestra_003.jpg,1,0.9209,76.65,114.9,167.59,206.69,90.93,91.79
palma_muestra_003.jpg,1,0.9208,766.31,784.72,864.25,882.78,97.94,98.06
palma_muestra_003.jpg,1,0.9208,465.88,696.61,562.39,791.88,96.51,95.26
palma_muestra_003.jpg,1,0.9199,762.97,422.69,867.37,526.66,104.4,103.97
palma_muestra_003.jpg,1,0.9199,616.47,71.71,706.67,161.96,90.2,90.25
palma_muestra_003.jpg,1,0.9196,537.46,114.04,632.3,209.79,94.84,95.75
palma_muestra_003.jpg,1,0.9192,304.11,784.92,399.23,879.11,95.11,94.19
palma_muestra_003.jpg,1,0.9187,5.27,254.46,95.76,344.99,90.49,90.53
palma_muestra_003.jpg,1,0.9182,154.95,337.24,250.4,432.35,95.45,95.11
palma_muestra_003.jpg,1,0.9179,146.78,872.03,241.17,966.29,94.39,94.26
palma_muestra_003.jpg,1,0.9169,925.55,340.0,1018.6,433.89,93.05,93.89
palma_muestra_003.jpg,1,0.9167,69.43,376.86,167.43,476.12,98.0,99.26
palma_muestra_003.jpg,1,0.9165,763.47,157.11,859.31,252.6,95.83,95.5
palma_muestra_003.jpg,1,0.9162,533.78,25.92,635.28,126.93,101.5,101.02
palma_muestra_003.jpg,1,0.9161,143.05,151.18,250.03,259.71,106.98,108.53
palma_muestra_003.jpg,1,0.9153,617.89,521.29,705.0,609.72,87.12,88.43
palma_muestra_003.jpg,1,0.9151,924.66,604.67,1017.69,698.34,93.03,93.67
palma_muestra_003.jpg,1,0.9146,461.1,71.48,551.01,162.53,89.91,91.04
palma_muestra_003.jpg,1,0.9145,467.09,337.76,558.57,428.74,91.48,90.98
palma_muestra_003.jpg,1,0.9128,74.89,289.71,171.54,386.46,96.65,96.76
palma_muestra_003.jpg,1,0.9123,459.67,153.12,554.55,247.72,94.88,94.6
palma_muestra_003.jpg,1,0.9123,613.55,336.95,711.89,434.8,98.34,97.85
palma_muestra_003.jpg,1,0.9108,841.95,827.07,939.17,923.97,97.22,96.9
palma_muestra_003.jpg,1,0.9097,690.81,199.1,787.5,296.08,96.69,96.99
palma_muestra_003.jpg,1,0.9086,380.76,827.37,476.12,922.59,95.36,95.21
palma_muestra_003.jpg,1,0.9068,381.68,921.13,480.69,1019.67,99.02,98.55
palma_muestra_003.jpg,1,0.9056,689.39,649.87,783.21,743.7,93.82,93.83
palma_muestra_003.jpg,1,0.9054,147.97,77.88,241.97,171.27,94.0,93.39
palma_muestra_003.jpg,1,0.9053,840.98,23.83,939.73,122.65,98.75,98.82
palma_muestra_003.jpg,1,0.9041,690.34,27.18,781.68,118.05,91.34,90.87
palma_muestra_003.jpg,1,0.904,535.45,287.92,633.97,387.23,98.51,99.3
palma_muestra_003.jpg,1,0.9038,532.14,377.97,630.73,477.04,98.58,99.07
palma_muestra_003.jpg,1,0.9038,839.75,115.39,936.65,210.57,96.9,95.18
palma_muestra_003.jpg,1,0.9036,689.56,289.57,792.14,392.47,102.58,102.9
palma_muestra_003.jpg,1,0.9008,692.02,734.86,788.53,832.86,96.5,98.0
palma_muestra_003.jpg,1,0.9005,0.24,698.78,87.5,788.08,87.26,89.31
palma_muestra_003.jpg,1,0.9001,3.09,337.37,96.32,430.82,93.23,93.45
palma_muestra_003.jpg,1,0.8967,380.43,24.4,482.15,127.71,101.72,103.31
palma_muestra_003.jpg,1,0.8953,223.21,834.56,312.68,924.24,89.48,89.68
palma_muestra_003.jpg,1,0.8938,539.81,929.39,629.05,1020.14,89.24,90.74
palma_muestra_003.jpg,1,0.8937,765.73,338.14,871.98,444.76,106.26,106.62
palma_muestra_003.jpg,1,0.8925,64.08,17.16,170.7,123.31,106.62,106.15
palma_muestra_003.jpg,1,0.8918,68.0,914.57,167.28,1015.59,99.28,101.02
palma_muestra_003.jpg,1,0.8916,922.44,512.69,1017.97,608.64,95.53,95.95
palma_muestra_003.jpg,1,0.89,924.28,247.33,1020.73,344.17,96.45,96.83
palma_muestra_003.jpg,1,0.89,763.95,693.06,865.3,795.46,101.35,102.4
palma_muestra_003.jpg,1,0.8847,1.24,159.06,96.92,254.85,95.68,95.79
palma_muestra_003.jpg,1,0.8845,1.01,786.72,89.7,877.05,88.69,90.33
palma_muestra_003.jpg,1,0.8797,921.63,695.27,1013.96,789.15,92.33,93.88
palma_muestra_003.jpg,1,0.8731,923.4,789.77,1015.39,883.66,91.99,93.89
palma_muestra_003.jpg,1,0.8661,849.74,469.86,941.24,561.6,91.5,91.74
palma_muestra_003.jpg,1,0.8657,301.91,340.66,397.12,436.02,95.21,95.37
palma_muestra_003.jpg,1,0.8638,0.9,871.5,95.9,967.62,94.99,96.12
palma_muestra_003.jpg,1,0.8625,390.59,201.31,479.17,289.65,88.58,88.34
palma_muestra_003.jpg,1,0.8606,0.35,606.12,90.77,697.92,90.42,91.8
palma_muestra_003.jpg,1,0.8529,921.26,158.56,1017.24,255.9,95.98,97.34
palma_muestra_003.jpg,1,0.8525,928.53,431.11,1019.33,521.04,90.8,89.93
palma_muestra_003.jpg,1,0.8454,0.42,428.46,90.25,522.76,89.83,94.3
palma_muestra_003.jpg,1,0.8411,608.85,884.45,698.97,976.57,90.12,92.13
palma_muestra_003.jpg,1,0.8376,378.23,111.16,475.06,208.06,96.83,96.91
palma_muestra_003.jpg,1,0.832,843.16,922.61,938.93,1019.68,95.76,97.07
palma_muestra_003.jpg,1,0.8202,0.24,523.08,88.53,617.73,88.29,94.65
palma_muestra_003.jpg,1,0.8171,229.98,928.49,320.54,1019.85,90.56,91.36
palma_muestra_003.jpg,1,0.817,382.13,480.42,470.26,568.79,88.13,88.37
palma_muestra_003.jpg,1,0.8121,917.33,877.46,1019.18,977.03,101.86,99.56
palma_muestra_003.jpg,1,0.7838,536.6,742.64,629.48,838.47,92.88,95.83
palma_muestra_003.jpg,1,0.7786,769.87,245.88,864.66,344.83,94.79,98.94
palma_muestra_003.jpg,1,0.7754,835.05,194.9,931.13,292.3,96.08,97.4
palma_muestra_003.jpg,1,0.7602,3.68,70.7,94.74,166.11,91.06,95.41
palma_muestra_003.jpg,1,0.753,925.12,69.43,1022.63,167.66,97.51,98.23
palma_muestra_003.jpg,4,0.5608,854.44,393.09,939.94,479.22,85.51,86.13
palma_muestra_003.jpg,1,0.5459,612.91,0.0,709.82,80.27,96.91,80.27
palma_muestra_003.jpg,1,0.537,460.03,965.84,555.14,1024.0,95.1,58.16
palma_muestra_003.jpg,1,0.531,927.98,0.0,1020.76,75.97,92.78,75.97
palma_muestra_003.jpg,1,0.5271,300.0,0.0,403.02,82.76,103.02,82.76
palma_muestra_003.jpg,1,0.5114,0.1,0.0,89.67,80.62,89.56,80.62
palma_muestra_003.jpg,1,0.4991,462.52,0.0,552.44,73.75,89.92,73.75
palma_muestra_003.jpg,1,0.4622,771.1,0.03,860.09,72.68,88.99,72.65
palma_muestra_003.jpg,1,0.4523,607.98,967.58,705.44,1024.0,97.46,56.42
palma_muestra_003.jpg,1,0.451,227.06,213.19,309.38,299.27,82.32,86.08
palma_muestra_003.jpg,1,0.405,147.4,963.84,244.73,1024.0,97.33,60.16
palma_muestra_003.jpg,1,0.3995,299.71,972.83,397.6,1024.0,97.89,51.17
palma_muestra_003.jpg,1,0.3935,230.17,0.0,318.6,29.48,88.43,29.48
palma_muestra_003.jpg,1,0.3321,921.98,966.51,1011.77,1024.0,89.79,57.49
palma_muestra_003.jpg,1,0.2979,0.0,961.49,91.18,1024.0,91.18,62.51
palma_muestra_004.jpg,1,0.9325,559.2,835.83,655.57,932.47,96.37,96.64
palma_muestra_004.jpg,1,0.9317,399.49,657.32,496.59,755.11,97.11,97.79
palma_muestra_004.jpg,1,0.9312,242.82,571.63,343.86,672.97,101.04,101.34
palma_muestra_004.jpg,1,0.9274,323.71,708.81,426.33,809.69,102.62,100.88
palma_muestra_004.jpg,1,0.9244,710.28,559.18,809.67,657.48,99.39,98.3
palma_muestra_004.jpg,1,0.9238,248.65,750.98,342.92,846.16,94.27,95.17
palma_muestra_004.jpg,1,0.9236,237.71,288.96,334.02,385.59,96.31,96.63
palma_muestra_004.jpg,1,0.9232,403.9,752.07,495.57,842.31,91.67,90.24
palma_muestra_004.jpg,1,0.9224,478.01,785.17,580.03,887.84,102.03,102.67
palma_muestra_004.jpg,1,0.922,403.3,838.96,504.9,940.7,101.6,101.74
palma_muestra_004.jpg,1,0.9195,80.23,568.2,187.9,676.26,107.67,108.06
palma_muestra_004.jpg,1,0.9186,393.34,211.71,489.24,307.87,95.89,96.16
palma_muestra_004.jpg,1,0.918,325.14,428.27,426.0,529.13,100.86,100.86
palma_muestra_004.jpg,1,0.9169,246.83,840.43,343.34,937.44,96.51,97.01
palma_muestra_004.jpg,1,0.9142,91.58,665.12,185.55,759.84,93.97,94.72
palma_muestra_004.jpg,1,0.913,322.95,517.56,423.08,616.86,100.12,99.3
palma_muestra_004.jpg,1,0.9124,164.18,339.19,255.77,431.02,91.59,91.82
palma_muestra_004.jpg,1,0.9119,166.51,615.02,264.5,713.14,97.99,98.12
palma_muestra_004.jpg,1,0.9109,253.63,668.87,341.97,757.92,88.34,89.05
palma_muestra_004.jpg,1,0.9108,320.48,341.54,416.09,436.44,95.61,94.9
palma_muestra_004.jpg,1,0.9105,85.4,296.36,178.28,388.77,92.88,92.4
palma_muestra_004.jpg,1,0.9099,237.38,206.94,329.48,298.21,92.09,91.27
palma_muestra_004.jpg,1,0.9099,637.8,523.37,736.39,622.4,98.58,99.03
palma_muestra_004.jpg,1,0.9093,2.9,429.33,90.9,518.55,88.0,89.22
palma_muestra_004.jpg,1,0.9086,321.56,792.88,419.18,890.51,97.61,97.63
palma_muestra_004.jpg,1,0.9083,323.99,614.76,422.87,712.97,98.88,98.21
palma_muestra_004.jpg,1,0.906,556.33,14.73,654.31,112.46,97.99,97.73
palma_muestra_004.jpg,1,0.9055,401.1,572.31,496.87,665.9,95.78,93.59
palma_muestra_004.jpg,1,0.9044,794.11,606.39,895.22,708.99,101.11,102.61
palma_muestra_004.jpg,1,0.9042,165.46,891.03,259.84,985.18,94.38,94.14
